DNA-26077-CG001Qv42Run261-4_S4.CG001v3.4.4	max normalized_alignments:33
DNA-26174-CG001Qv42Run261-15_S15.CG001v3.4.130	max normalized_alignments:18
DNA-26174-CG001Qv42Run261-15_S15.CG001v3.4.130	average normalized_alignments:18.0
DNA-26174-CG001Qv42Run261-15_S15.CG001v3.4.130	max number of variants:15
DNA-26174-CG001Qv42Run261-15_S15.CG001v3.4.130	average number of variants:14.33
DNA-26174-CG001Qv42Run261-15_S15.CG001v4.0.7	max number of variants:6
DNA-26174-CG001Qv42Run261-15_S15.CG001v4.0.11	max number of variants:6
DNA-26174-CG001Qv42Run261-15_S15.CG001v4.0.11	average number of variants:1.61
DNA-26174-CG001Qv42Run261-15_S15.CG001v4.0.20	average number of variants:1.56
DNA-26174-CG001Qv42Run261-15_S15.CG001v4.0.21	average number of variants:1.55
DNA-26174-CG001Qv42Run261-15_S15.CG001v4.0.34	average number of variants:1.54
DNA-26174-CG001Qv42Run261-15_S15.CG001v4.0.40	max number of variants:9
DNA-26174-CG001Qv42Run261-15_S15.CG001v4.0.51	average number of variants:1.59
DNA-26175-CG001Qv42Run261-16_S16.CG001v3.4.22	average number of variants:1.62
DNA-26175-CG001Qv42Run261-16_S16.CG001v3.4.27	max number of variants:8
DNA-26175-CG001Qv42Run261-16_S16.CG001v3.4.53	max number of variants:6
DNA-26175-CG001Qv42Run261-16_S16.CG001v3.4.89	max number of variants:7
DNA-26175-CG001Qv42Run261-16_S16.CG001v3.4.94	max number of variants:6
DNA-26175-CG001Qv42Run261-16_S16.CG001v3.4.94	average number of variants:1.73
DNA-26175-CG001Qv42Run261-16_S16.CG001v3.4.96	max number of variants:7
DNA-26175-CG001Qv42Run261-16_S16.CG001v3.4.103	average number of variants:1.54
DNA-26175-CG001Qv42Run261-16_S16.CG001v3.4.105	max normalized_alignments:26
DNA-26175-CG001Qv42Run261-16_S16.CG001v3.4.105	average normalized_alignments:1.114
DNA-26175-CG001Qv42Run261-16_S16.CG001v3.4.105	max number of variants:41
DNA-26175-CG001Qv42Run261-16_S16.CG001v3.4.105	average number of variants:7.26
DNA-26175-CG001Qv42Run261-16_S16.CG001v3.4.111	max number of variants:7
DNA-26175-CG001Qv42Run261-16_S16.CG001v3.4.130	no normalized_alignment
DNA-26175-CG001Qv42Run261-16_S16.CG001v3.4.130	no variant
DNA-26175-CG001Qv42Run261-16_S16.CG001v4.0.8	max number of variants:6
DNA-26175-CG001Qv42Run261-16_S16.CG001v4.0.11	average number of variants:1.94
DNA-26175-CG001Qv42Run261-16_S16.CG001v4.0.34	max number of variants:6
DNA-26175-CG001Qv42Run261-16_S16.CG001v4.0.34	average number of variants:1.54
DNA-26175-CG001Qv42Run261-16_S16.CG001v4.0.35	average number of variants:1.68
DNA-26175-CG001Qv42Run261-16_S16.CG001v4.0.40	max number of variants:9
DNA-26175-CG001Qv42Run261-16_S16.CG001v4.0.44	average number of variants:1.7
DNA-26175-CG001Qv42Run261-16_S16.CG001v4.0.45	max number of variants:11
DNA-26175-CG001Qv42Run261-16_S16.CG001v4.0.50	average number of variants:1.65
DNA-26175-CG001Qv42Run261-16_S16.CG001v4.0.51	average number of variants:1.67
DNA-26175-CG001Qv42Run261-16_S16.CG001v4.0.53	average number of variants:1.64
DNA-26175-CG001Qv42Run261-16_S16.CG001v4.0.54	average number of variants:1.59
DNA-26175-CG001Qv42Run261-16_S16.CG001v4.0.55	average number of variants:1.63
DNA-26175-CG001Qv42Run261-16_S16.CG001v4.0.57	average number of variants:2.64
DNA-26175-CG001Qv42Run261-16_S16.CG001v3.4.56	max number of variants:6
NF-CG001Qv42Run261-3_S3.CG001v3.4.94	average number of variants:1.65
NF-CG001Qv42Run261-3_S3.CG001v3.4.102	max number of variants:35
NF-CG001Qv42Run261-3_S3.CG001v3.4.102	average number of variants:2.03
NF-CG001Qv42Run261-3_S3.CG001v3.4.103	average number of variants:1.58
NF-CG001Qv42Run261-3_S3.CG001v3.4.105	max normalized_alignments:14
NF-CG001Qv42Run261-3_S3.CG001v3.4.105	max number of variants:28
NF-CG001Qv42Run261-3_S3.CG001v3.4.105	average number of variants:5.3
NF-CG001Qv42Run261-3_S3.CG001v3.4.108	max normalized_alignments:20
NF-CG001Qv42Run261-3_S3.CG001v3.4.108	max number of variants:9
NF-CG001Qv42Run261-3_S3.CG001v3.4.108	average number of variants:1.8
NF-CG001Qv42Run261-3_S3.CG001v3.4.130	no normalized_alignment
NF-CG001Qv42Run261-3_S3.CG001v3.4.130	no variant
NF-CG001Qv42Run261-3_S3.CG001v3.4.138	max number of variants:6
NF-CG001Qv42Run261-3_S3.CG001v4.0.11	max normalized_alignments:22
NF-CG001Qv42Run261-3_S3.CG001v4.0.11	max number of variants:7
NF-CG001Qv42Run261-3_S3.CG001v4.0.11	average number of variants:2.01
NF-CG001Qv42Run261-3_S3.CG001v4.0.19	average number of variants:1.54
NF-CG001Qv42Run261-3_S3.CG001v4.0.20	average number of variants:1.6
NF-CG001Qv42Run261-3_S3.CG001v4.0.25	max number of variants:6
NF-CG001Qv42Run261-3_S3.CG001v4.0.27	max number of variants:6
NF-CG001Qv42Run261-3_S3.CG001v4.0.38	max normalized_alignments:32
NF-CG001Qv42Run261-3_S3.CG001v4.0.38	max number of variants:32
NF-CG001Qv42Run261-3_S3.CG001v4.0.38	average number of variants:5.73
NF-CG001Qv42Run261-3_S3.CG001v4.0.40	max number of variants:8
NF-CG001Qv42Run261-3_S3.CG001v4.0.45	max number of variants:6
NF-CG001Qv42Run261-3_S3.CG001v4.0.51	average number of variants:1.56
NF-CG001Qv42Run261-3_S3.CG001v4.0.53	average number of variants:1.62
NF-CG001Qv42Run261-3_S3.CG001v4.0.58	average number of variants:1.7
NF-CG001Qv42Run261-3_S3.CG001v4.0.59	average number of variants:1.71
NF-CG001Qv42Run261-3_S3.CG001v3.4.56	max number of variants:6
QMRS-CG001Qv42Run261-2_S2.CG001v3.4.24	max number of variants:6
QMRS-CG001Qv42Run261-2_S2.CG001v3.4.25	max number of variants:11
QMRS-CG001Qv42Run261-2_S2.CG001v3.4.94	average number of variants:1.51
QMRS-CG001Qv42Run261-2_S2.CG001v3.4.105	max normalized_alignments:34
QMRS-CG001Qv42Run261-2_S2.CG001v3.4.105	average normalized_alignments:1.138
QMRS-CG001Qv42Run261-2_S2.CG001v3.4.105	max number of variants:43
QMRS-CG001Qv42Run261-2_S2.CG001v3.4.105	average number of variants:8.47
QMRS-CG001Qv42Run261-2_S2.CG001v3.4.111	max number of variants:6
QMRS-CG001Qv42Run261-2_S2.CG001v3.4.125	average number of variants:1.52
QMRS-CG001Qv42Run261-2_S2.CG001v3.4.130	no normalized_alignment
QMRS-CG001Qv42Run261-2_S2.CG001v3.4.130	no variant
QMRS-CG001Qv42Run261-2_S2.CG001v3.4.135	max number of variants:7
QMRS-CG001Qv42Run261-2_S2.CG001v4.0.11	max number of variants:6
QMRS-CG001Qv42Run261-2_S2.CG001v4.0.11	average number of variants:1.75
QMRS-CG001Qv42Run261-2_S2.CG001v4.0.14	max number of variants:7
QMRS-CG001Qv42Run261-2_S2.CG001v4.0.34	max normalized_alignments:20
QMRS-CG001Qv42Run261-2_S2.CG001v4.0.34	average number of variants:1.55
QMRS-CG001Qv42Run261-2_S2.CG001v4.0.40	max number of variants:7
QMRS-CG001Qv42Run261-2_S2.CG001v4.0.45	max number of variants:8
QMRS-CG001Qv42Run261-2_S2.CG001v4.0.51	average number of variants:1.6
QMRS-CG001Qv42Run261-2_S2.CG001v4.0.53	average number of variants:1.57
QMRS-CG001Qv42Run261-2_S2.CG001v4.0.57	average number of variants:1.7
QMRS-CG001Qv42Run261-2_S2.CG001v3.4.56	max number of variants:6
